word,length,freq
lor,3,3
lorenzo,7,1
loro,4,28
luce,4,4
lucenti,7,1
lucia,5,23
lucida,6,1
lucido,6,1
lucrosa,7,1
lui,3,23
lume,4,2
luna,4,1
lunga,5,2
lungamente,10,1
lunghe,6,2
lunghi,6,4
luochi,6,1
luoghi,6,1
luogo,5,7
lusinga,7,1
luttuose,8,1
là,2,7
m,1,7
ma,2,87
madonna,7,1
madre,5,3
maestranze,10,1
maestà,6,2
maggio,6,1
maggior,7,1
maggiore,8,1
maggiori,8,1
magistrati,10,1
magnifico,9,1
mai,3,21
mal,3,1
mala,4,2
malanno,7,2
malatesti,9,1
malattie,8,1
male,4,9
maledicevano,12,1
maledizione,11,1
malitia,7,1
malvaggità,10,2
manca,5,1
mancare,7,1
mancasse,8,1
mancassero,10,1
mancava,7,1
mancavan,8,2
mandante,8,1
mandare,7,1
mandato,7,1
mandavamo,9,1
mandi,5,1
maneggj,7,1
mangi,5,1
mani,4,7
maniche,7,1
manico,6,3
maniera,7,1
manieroso,9,1
mano,4,13
manoscritto,11,4
mansueta,8,1
maraviglia,10,1
marchese,8,2
marco,5,1
maritar,7,1
maritarci,9,1
maritarmi,9,1
maritarsi,9,1
maritarvi,9,1
marito,6,2
martello,8,1
martino,7,1
martiri,7,1
massaio,7,1
massi,5,1
massime,7,1
massimo,7,1
materie,7,2
matrimonio,10,7
matrimonium,11,1
mattina,7,3
mattone,7,1
me,2,21
meccaniche,10,1
medesime,8,1
medesimo,8,1
medesmo,7,1
medici,6,1
medicina,8,1
medio,5,1
meditata,8,1
meglio,6,6
memorabile,10,1
memorabili,10,1
memoria,7,1
memorie,7,1
men,3,3
menando,7,1
menava,6,1
mendozza,8,1
meno,4,7
mentalmente,11,1
mente,5,10
mento,5,1
mentre,6,5
menzione,8,1
mercante,8,1
mercanti,8,1
mercato,7,1
mescendo,8,1
mese,4,1
mesi,4,2
messa,5,2
messe,5,2
messele,7,1
messere,7,1
messi,5,2
messo,5,2
messosi,7,1
metta,5,1
mettendo,8,3
metter,6,3
metterci,8,1
mettere,7,2
metterebbe,10,1
metterla,8,1
metterlo,8,1
mettersi,8,4
mettesse,8,1
mettono,7,1
mezzi,5,3
mezzo,5,6
mezzogiorno,11,1
mi,2,29
mia,3,7
miei,4,5
migliori,8,1
milanese,8,1
milano,6,5
militare,8,2
mille,5,1
minacce,7,2
minaccia,8,2
minacciare,10,1
minacciata,10,1
minaccioso,10,2
ministero,9,2
minuta,6,1
minutamente,11,1
minute,6,1
mio,3,19
mira,4,1
mirabile,8,1
mischiarsi,10,1
mise,4,6
miserabile,10,1
miseria,7,2
misericordia,12,3
misterioso,10,1
mistero,7,2
misto,5,1
misure,6,1
modesta,7,2
modestia,8,2
modi,4,1
modo,4,7
moglie,6,1
molestare,9,1
molte,5,4
molti,5,4
moltiplicando,13,1
moltiplici,10,1
molto,5,7
momentaneamente,15,1
momenti,7,3
momento,7,15
monaci,6,1
mondella,8,1
mondo,5,9
monizione,9,1
montagna,8,1
montagne,8,1
monte,5,6
monti,5,6
mordere,7,1
morosa,6,1
morti,5,1
morto,5,2
mossa,5,3
mosse,5,2
mostra,6,2
mostrare,8,3
mostraron,9,1
motivi,6,1
movimento,9,1
mura,4,1
murettino,9,1
muri,4,2
muricciolo,10,2
muro,4,4
mustacchi,9,1
mutabili,8,1
mutano,6,1
mutata,6,1
mutato,6,1
n,1,6
nappa,5,1
narratione,10,1
narrazione,10,1
nascer,6,2
nascevan,8,1
nascita,7,1
nascondendo,11,1
nascondevo,10,1
nascono,7,1
nascosta,8,1
nastri,6,1
nata,4,1
nate,4,1
nato,4,2
naturale,8,3
naturalmente,12,2
ne,2,31
necessarie,10,1
negarla,7,1
negata,6,1
negli,5,2
nei,3,1
nel,3,25
nell,4,11
nella,5,16
nelle,5,8
nello,5,5
nemici,6,1
nemico,6,4
nemmen,6,3
neppur,6,2
neppure,7,1
neri,4,2
nessun,6,4
nessuna,7,2
nessuno,7,6
netto,5,2
neutralità,10,1
niente,6,15
no,2,4
nobil,5,1
nobile,6,2
nobili,6,3
nobilissimo,11,1
nobiltà,7,1
noi,3,13
nome,4,14
nomi,4,3
non,3,205
nostra,6,1
nostri,6,3
nostro,6,8
notabile,8,1
notitia,7,1
notizia,7,1
noto,4,1
notte,5,7
notturno,8,1
novembre,8,1
novità,6,1
nozze,5,2
nulla,5,7
numero,6,4
numerodà,8,1
nuova,5,4
nuove,5,2
nuovi,5,7
nuovo,5,9
né,2,17
o,1,43
obbedita,8,1
obbliga,7,1
obbligati,9,1
obbligazione,12,1
obblighi,8,1
obiezion,8,1
obiezioni,9,1
occasione,9,5
occasioni,9,1
occhi,5,13
occhiata,8,2
occhij,6,1
occhio,6,4
occorrente,10,1
occorrenza,10,1
occorso,7,1
occupata,8,1
od,2,1
offendere,9,1
offenderle,10,1
offerse,7,1
offerti,7,1
offesi,6,1
offeso,6,1
officiale,9,1
oggetti,7,1
oggi,4,10
oggigiorno,10,1
ogni,4,30
ognun,5,1
ognuna,6,3
ognuno,6,4
oh,2,11
ohimè,5,2
oibò,4,1
oligarchie,10,1
oltre,5,3
ombra,5,1
omero,5,1
omicidii,8,1
omicidio,8,2
onde,4,2
onestamente,11,1
onesti,6,1
onninamente,11,2
onor,4,1
onore,5,1
opera,5,2
operaio,7,1
operare,7,1
operationi,10,1
operazioni,10,1
opinione,8,1
opportuni,9,1
opposte,7,3
opposto,7,1
oppresso,8,1
opprimer,8,1
or,2,1
ora,3,14
oratore,7,1
ordina,6,1
ordinazioni,11,1
ordine,6,2
ordini,6,1
ordinò,6,2
ordir,5,1
ordo,4,1
orecchio,8,7
organizzata,11,1
oricalchi,9,1
origine,7,1
orizzonte,9,1
orna,4,1
ornamento,9,1
oro,3,2
orrore,6,1
orsù,4,2
orticello,9,1
orto,4,1
osato,5,1
oscuro,6,1
ossa,4,1
ossatura,8,1
ostacoli,8,1
ostante,7,1
ostinate,8,1
ottenere,8,2
ottimo,6,1
otto,4,1
ottobre,7,1
ottone,6,1
ouuero,6,1
ov,2,1
oziosamente,11,1
pace,4,2
pacifici,8,2
pacifico,8,1
padre,5,1
padrone,7,10
paese,5,6
paesello,8,1
paesetti,8,1
paghe,5,1
pagina,6,1
paia,4,1
palazzo,7,1
palme,5,1
pandolfo,8,1
panni,5,2
par,3,3
paragone,8,1
parche,6,1
pare,4,1
parentela,9,1
parenti,7,3
parer,5,2
parere,6,7
pareri,6,2
paressero,9,1
pareva,6,2
parevano,8,1
pari,4,2
parlar,6,2
parlare,7,8
parlarle,8,1
parlarne,8,1
parlato,7,3
parlava,7,1
parlerà,7,1
parli,5,2
parlo,5,1
parola,6,6
parolacce,9,1
parole,6,4
parolina,8,2
parsa,5,1
parte,5,21
parti,5,4
particolare,11,3
particolareggiati,17,1
partir,6,1
partiti,7,2
partito,7,4
partiva,7,1
parto,5,1
partì,5,1
parve,5,4
passa,5,1
passar,6,1
passare,7,1
passata,7,2
passava,7,1
passeggiata,11,2
passeggiate,11,1
passeggiere,11,1
passeggiero,11,1
passi,5,4
passione,8,2
passo,5,8
passò,5,1
pasticci,8,2
paura,5,6
paure,5,1
paziente,8,1
pazienza,8,10
pazzamente,10,1
pecca,5,1
peccato,7,1
pedata,6,2
pedestri,8,1
peggio,6,4
peggior,7,1
pelle,5,1
penare,6,1
pendìo,6,1
pene,4,2
penne,5,1
penosi,6,1
pensa,5,1
pensai,6,1
pensano,7,1
pensar,6,1
pensarci,8,1
pensare,7,4
pensate,7,1
pensato,7,2
penserà,7,1
penserò,7,2
pensi,5,1
pensieri,8,8
pensiero,8,7
pensino,7,1
penso,5,4
pensò,5,5
pentirsi,8,1
pentirà,7,1
pentiva,7,1
per,3,147
perché,6,26
perciò,6,1
perdendosi,10,1
perder,6,2
perdersi,8,1
perduta,7,1
perduto,7,2
perentoria,10,1
perfino,7,1
pericolo,8,3
pericolose,10,1
periodi,7,1
periodo,7,2
pernizioso,10,2
perpetua,8,21
perpetuo,8,1
persona,7,2
personaggi,10,2
personaggio,11,1
personaggj,10,1
personali,9,1
personalmente,13,1
persone,7,2
persuadere,10,1
perturbatori,12,1
pervertimento,13,1
però,4,17
peso,4,1
pessimo,7,1
pettegolezzi,12,1
petto,5,4
pezze,5,1
pezzo,5,4
piacere,7,2
pian,4,1
piane,5,1
pianelle,8,1
pianeti,7,1
piangere,8,1
piano,5,2
piantandogli,12,1
piantarsi,9,1
piccol,6,2
piccola,7,3
piccole,7,1
piccolissimo,12,1
piccolo,7,2
piede,5,3
piedi,5,5
pieghe,6,1
piena,5,2
pienamente,10,3
pietosi,7,1
pietro,6,1
piglia,6,1
piglian,7,1
pistole,7,1
piuttosto,9,1
più,3,74
piùttosto,9,1
placido,7,1
po,2,7
poca,4,2
poche,5,2
pochi,5,4
poco,4,7
poderetto,9,1
podestà,7,1
poggi,5,1
poggio,6,1
poi,3,44
poiché,6,1
politici,8,1
polso,5,1
polvere,7,1
ponte,5,2
popolazione,11,1
porpora,7,1
porta,5,2
portamento,10,2
portano,7,1
portar,6,1
portata,7,1
portava,7,2
porto,5,1
posato,6,1
positivo,8,1
possa,5,1
possedere,9,1
possedeva,9,1
possibili,9,1
possibilità,11,1
posso,5,12
posteri,7,1
posteriori,10,1
posti,5,1
posto,5,1
potendo,7,1
potentati,9,1
potente,7,5
potenti,7,1
potenza,7,1
poter,5,1
potere,6,1
poterla,7,1
potersi,7,2
potesse,7,5
potete,6,2
poteva,6,9
potevan,7,1
potevano,8,2
potranno,8,1
potrebb,7,1
potrebbe,8,2
potremo,7,1
potreste,8,1
potuto,6,5
poté,4,3
pover,5,4
poveretto,9,1
poveri,6,2
povero,6,11
precauzioni,11,1
precipitando,12,1
precisa,7,1
predecessore,12,1
predicava,9,1
prediletta,10,1
prediletto,10,1
pregato,7,1
premere,7,1
premio,6,1
premura,7,1
premurosa,9,1
prencipi,8,1
prendendogli,12,1
prendendole,11,1
prender,7,4
prendere,8,2
prenderla,9,1
prenderle,9,1
prenderà,8,1
prendeva,8,2
prendevan,9,1
prendiamo,9,1
preparare,9,1
prepotente,10,2
prepotenti,10,4
prescrive,9,2
prescrizioni,12,1
prese,5,3
presentare,10,1
presentarsi,11,1
presentato,10,1
presente,8,2
presentimento,13,1
presentò,8,1
presero,7,2
prestargli,10,1
presto,6,1
presumere,9,1
prete,5,1
pretendiam,10,1
pretesti,8,1
preti,5,1
prevenire,9,1
prigionieri,11,1
prima,5,16
prime,5,1
primi,5,1
primo,5,4
principale,10,1
principali,10,1
principalmente,14,3
principe,8,2
principi,8,1
principio,9,2
private,7,1
privato,7,1
privilegi,9,3
privilegiata,12,1
privo,5,1
pro,3,1
probabilità,11,1
procacciar,10,1
procacciarsi,12,1
procedono,9,1
procedure,9,1
processo,8,1
procurando,10,1
procurare,9,1
procurerò,9,1
prodezza,8,1
producevan,10,1
proemio,7,1
profane,7,1
proferendo,10,1
proferire,9,1
proferisse,10,1
proferito,9,1
proferì,7,1
professione,11,2
profondamente,13,1
profondo,8,1
proibire,8,1
proibito,8,1
prolissità,10,1
prolungano,10,1
prolungar,9,1
promessa,8,2
promesse,8,2
promesso,8,1
promettete,10,1
prometto,8,1
promontorio,11,1
pronti,6,1
pronto,6,2
pronunziato,11,2
pronunziò,9,1
proponimento,12,1
proporzione,11,1
proposito,9,2
proposto,8,1
propria,7,3
proprie,7,1
proprio,7,5
proruppe,8,1
prosapia,8,1
proseguiva,10,1
proseguì,8,1
prospetti,9,1
protegge,8,1
proteggeva,10,1
proteste,8,1
protezione,10,1
provare,7,2
provasse,8,1
provata,7,1
provato,7,1
proverà,7,1
provocatori,11,1
provvisto,9,1
prudenza,8,1
pubblica,8,1
pubblicazione,13,1
pubblici,8,1
pubblico,8,1
pugnale,7,1
pugni,5,2
pugno,5,1
punire,6,1
punta,5,4
punti,5,1
puntiglio,9,1
punto,5,9
pur,3,6
purché,6,2
pure,4,7
purgatorio,10,1
puri,4,2
purissimi,9,1
può,3,11
qua,3,7
qual,4,5
qualche,7,29
qualcheduno,11,3
qualcosa,8,3
quale,5,12
quali,5,7
qualificati,11,1
qualità,7,2
qualmente,9,1
qualsivoglia,12,1
qualunque,9,2
quand,5,1
quando,6,26
quant,5,1
quanta,6,1
quante,6,2
quanti,6,5
quanto,6,5
quantunque,10,1
quaranta,8,1
quasi,5,12
quattr,6,1
que,3,14
quegli,6,2
quel,4,47
quell,5,8
quella,6,25
quelle,6,16
quelli,6,9
quello,6,11
quest,5,4
questa,6,28
queste,6,10
questi,6,16
questione,9,3
questioni,9,2
questo,6,32
qui,3,9
quiete,6,2
quieti,6,1
quieto,6,1
quindi,6,4
quindici,8,4
quotidiano,10,1
rabbia,6,1
raccapezzar,11,1
raccomodarlo,12,1
racconta,8,1
raccontare,10,1
raccontato,10,1
racconto,8,4
raccontò,8,2
raddirizzar,11,1
raddolcita,10,1
radici,6,1
ragazzacci,10,1
ragazzone,9,1
raggi,5,1
raggiunse,9,1
ragion,6,1
ragione,7,5
ragionevole,11,1
ragionevoli,11,1
ragioni,7,6
rallentarsi,11,1
rammentò,8,3
ramo,4,1
rapido,6,1
rapiscono,9,1
rappresentano,13,1
rappresentava,13,1
rassegna,8,1
rassicurando,12,1
rassicurava,11,1
ravvolgevan,11,1
re,2,2
reale,5,1
realmente,9,1
recitato,8,1
recitò,6,1
regii,5,1
regola,6,2
regolavan,9,1
rei,3,1
relatione,9,1
remissione,10,1
renda,5,1
rendere,7,3
rendersi,8,1
rendono,7,1
renitenti,9,1
renzo,5,44
replicare,9,1
replicò,7,3
represso,8,1
resegone,8,1
resistere,9,2
reso,4,1
respinti,8,1
respiro,7,1
resto,5,2
restò,5,1
reticella,9,1
retroguardia,12,1
rettorica,9,2
ribalda,7,1
ribalderia,10,1
ribalderie,10,1
ribaldi,7,1
ribatterle,10,1
ricami,6,1
ricamo,6,1
ricapitolò,10,1
ricchi,6,1
ricco,5,1
ricerche,8,3
ricevere,8,1
richiama,8,1
richiamato,10,1
richiedono,10,1
richiuse,8,1
riconosceva,11,1
riconosciuti,12,1
ricorda,7,1
ricordi,7,1
ricorre,7,1
ricorreggere,12,1
ricoverarsi,11,1
ridersi,7,1
ridicola,8,1
ridotti,7,1
rientrare,9,1
rifar,5,1
rifarne,7,1
rifiutando,10,1
rifiutati,9,1
rifiutava,9,1
riflessione,11,1
riflesso,8,1
riflette,8,1
rigido,6,1
rigogliosa,10,1
rigore,6,2
riguarda,8,1
riguardarsi,11,1
rilevata,8,1
rilevate,8,1
rimanendo,9,1
rimanersi,9,1
rimaneva,8,2
rimanevano,10,1
rimase,6,1
rimasti,7,1
rimasto,7,1
rimbombar,9,1
rimbombo,8,2
rimedi,6,1
rimette,7,1
rimettetevi,11,1
rimorso,7,1
rimproverate,12,1
rimproveri,10,1
rincomincia,11,1
rinforzate,10,1
ripetendo,9,1
ripeté,6,2
ripide,6,1
ripiego,7,2
ripieno,7,1
ripigliar,9,1
riporlo,7,1
riportati,9,1
ripose,6,1
riprese,7,3
ripubblicare,12,1
ripubblicate,12,1
riputato,8,1
riputazione,11,2
rischio,7,1
riscontrandole,14,1
riscotere,9,1
risentirsi,10,1
risentita,9,1
riservassero,12,1
riso,4,1
risoluta,8,2
risoluti,8,1
risoluto,8,2
risolvon,8,1
risparmio,9,1
rispettabile,12,1
rispetti,8,1
rispetto,8,3
risplenda,9,1
risponde,8,1
risponder,9,1
rispondergli,12,1
rispose,7,11
risposta,8,2
risposte,8,2
rispostole,10,1
ristringersi,12,1
risvegliò,9,1
ritenere,8,1
ritenga,7,1
ritenne,7,1
ritrovati,9,1
ritta,5,1
riunirsi,8,1
riunite,7,1
riuscir,7,1
riuscisse,9,2
riuscito,8,1
riuscivamo,10,1
riva,4,2
rive,4,3
riverente,9,1
riverisce,9,1
riverisco,9,1
riverita,8,1
rivolgendo,10,1
rivolgendosi,12,1
rivolse,7,1
rivoltava,9,1
rocroi,6,1
rodrigo,7,8
rompe,5,1
ronzavano,9,1
ronzìo,6,1
rotta,5,1
rotto,5,1
rovesciò,8,1
rovinarmi,9,1
rovinarsi,9,1
rovine,6,1
rozzo,5,2
rubavano,8,1
ruberie,7,1
ruminò,6,1
rupi,4,1
s,1,40
sa,2,9
sacco,5,1
sacrificarsi,12,1
sacro,5,2
saggio,6,1
sagrifizio,10,1
salario,7,1
sale,4,1
salire,6,1
saliva,6,1
salmo,5,1
salotto,7,3
saltato,7,1
salto,5,1
salute,6,3
saluto,6,1
salvo,5,1
salì,4,2
san,3,1
sangue,6,2
sanno,5,2
sant,4,1
santi,5,1
saper,5,2
sapere,6,5
saperli,7,1
saperne,7,1
sapessero,9,1
sapete,6,5
sapeva,6,7
sapevate,8,2
sappia,6,3
sappiamo,8,1
saputo,6,1
sarebbe,7,8
sarebber,8,2
sarebbero,9,3
sarei,5,1
sarà,4,3
savoia,6,1
sbagliato,9,1
sbaglio,7,1
sbrattare,9,1
sbrigato,8,1
scalcinatura,12,1
scale,5,2
scalini,7,1
scansar,7,1
scansare,8,1
scappando,9,2
scappar,7,1
scarabocchio,12,1
scaricarsi,10,1
scarsa,6,1
scartabellando,14,1
scartafaccio,12,1
sceleraggini,12,1
scellerato,10,1
scelta,6,1
scemando,8,1
scemato,7,1
scena,5,2
scende,6,1
scendeva,8,1
scene,5,1
scese,5,1
schermendo,10,1
scherza,7,1
schiamazzi,10,1
schiena,7,2
schiera,7,1
schietta,8,1
schietto,8,1
schioppettata,13,1
schioppettate,13,2
schioppo,8,2
schivare,8,1
sciagura,8,1
sciagurato,10,1
scomparir,9,1
scomparsi,9,1
scomparso,9,1
scompor,7,1
sconcertato,11,1
scongiuro,9,1
sconosciuta,11,1
sconosciuto,11,1
scoperto,8,1
scoppiavano,11,1
scoprire,8,1
scorcia,7,1
scorgendo,9,1
scorgeva,8,1
scorretto,9,1
scovar,6,1
scritti,7,1
scrivere,8,1
scrivesse,9,1
scudo,5,1
scusi,5,1
sdegnosa,8,1
sdegnosi,8,1
se,2,53
secentista,10,1
seco,4,1
secoli,6,1
secolo,6,1
seconda,7,3
secondariamente,15,1
secondo,7,5
sega,4,1
seggiola,8,1
seggiolone,10,3
segni,5,1
segno,5,7
segreta,7,1
segreti,7,1
segreto,7,2
seguente,8,1
sei,3,2
selvaggio,9,1
sembrate,8,1
sembrati,8,1
sembrato,8,1
seme,4,2
seminata,8,1
sempre,6,23
senatori,8,1
seni,4,2
sensibile,9,1
senta,5,1
sente,5,2
sentenza,8,1
senti,5,1
sentiamo,8,1
sentiero,8,1
sentire,7,2
sentirsi,8,2
sentisse,8,2
sentite,7,1
sentiva,7,2
sento,5,1
sentì,5,1
senz,4,1
senza,5,25
separate,8,1
separava,8,1
sepolte,7,1
sera,4,1
seria,5,1
seriamente,10,2
serie,5,1
serio,5,2
serpeggiamento,14,1
serpeggianti,12,1
serva,5,2
servirvi,8,1
servito,7,1
servitori,9,2
servivano,9,1
servizio,8,1
sessant,7,1
sessanta,8,1
seta,4,4
sette,5,1
settembre,9,1
settentrione,12,1
settimana,9,3
severamente,11,1
severissime,11,1
sevitie,7,1
sfarzose,8,1
sfogare,7,1
sfogo,5,1
sforzi,6,2
sforzo,6,1
sgangherati,11,1
sgarbatamente,13,1
sgomberare,10,1
sguaiato,8,2
sguardo,7,6
si,2,105
sia,3,6
siam,4,7
siamo,5,7
siano,5,4
siccome,7,2
sicilia,7,1
sicure,6,1
sicuro,6,2
sieno,5,1
siepe,5,1
sigillava,9,1
significato,11,1
signor,6,18
signore,7,12
signori,7,5
sij,3,2
sijno,5,2
silenzio,8,2
sillabe,7,1
simili,6,1
sinceramente,12,1
singolare,9,1
sinistra,8,2
sinistro,8,1
sinodale,8,1
sis,3,1
sistema,7,3
smania,6,1
smarrita,8,1
smarrito,8,1
smovere,7,1
so,2,8
soccorrere,10,1
società,7,1
sofferto,8,1
soffrivano,10,1
soggetti,8,1
soggiunse,9,1
soglia,6,3
sogni,5,1
sogno,5,1
sol,3,1
sola,4,4
soldati,7,2
sole,4,3
solecismi,9,1
solenne,7,3
soli,4,3
solita,6,2
solito,6,4
solleuarsi,10,1
sollevarle,10,1
solo,4,6
soltanto,8,4
somigliare,10,1
somma,5,3
sommissioni,11,1
son,3,16
sonno,5,1
sono,4,5
sopra,5,12
sopraccigli,11,1
sopravvenuto,12,1
sorpresa,8,1
sorpreso,8,1
sorriso,7,3
sorta,5,1
sorte,5,1
sospender,9,1
sospensioni,11,1
sospeso,7,1
sospetti,8,2
sospetto,8,2
sospirando,10,2
sospirato,9,1
sospiro,7,1
sostanza,8,1
sostener,8,1
sostenere,9,3
sostenuti,9,1
sostituita,10,1
sottile,7,1
sotto,5,6
sottomettere,12,1
sottrarci,9,1
sottrarre,9,1
soverchiatore,13,2
soverchiatori,13,1
soverchieria,12,1
soverchierie,12,1
sovvenne,8,1
spadone,7,1
spagnola,8,1
spagnoli,8,1
spalancato,10,1
spalle,6,2
spalliera,9,1
spandersi,9,1
spandino,8,1
sparava,7,1
sparir,6,1
sparisce,8,1
sparite,7,1
sparse,6,1
spartiti,8,1
spasso,6,1
spavento,8,1
spazia,6,1
specchio,8,1
speciale,8,1
specie,6,3
spedì,5,1
spenzolata,10,1
speranza,8,1
speranze,8,1
speravo,7,1
spero,5,1
spesa,5,1
spesso,6,2
spettabili,10,1
spettacoli,10,1
spettacolo,10,1
spianava,8,1
spiccò,6,1
spiegano,8,1
spiegatemi,10,1
spieghi,7,3
spilli,6,1
spingeva,8,1
spinte,6,1
spoglie,7,1
sporgenti,9,1
sporgere,8,1
sposa,5,1
sposare,7,1
spose,5,1
sposi,5,1
sposo,5,2
sprigionandosi,14,1
sproposito,10,2
spunta,6,1
spuntava,8,1
squadrati,9,1
squarci,7,2
squarcio,8,1
sta,3,2
stabile,7,1
stabilito,9,1
staccato,8,1
staggione,9,1
stampassero,11,1
stampatori,10,1
stando,6,1
stanga,6,1
stanza,6,2
star,4,1
stare,5,1
stata,5,3
stati,5,4
stato,5,10
stava,5,6
stavano,7,1
stavate,7,1
stelle,6,1
stendendo,9,1
stentato,8,1
stento,6,2
stessa,6,1
stesse,6,1
stessero,8,1
stessi,6,4
stesso,6,13
stette,6,2
stia,4,1
stile,5,2
stimare,7,1
stizza,6,2
stizzosa,8,3
stomaco,7,1
storia,6,7
strada,6,11
strade,6,1
stradetta,9,2
stradette,9,2
stradicciole,12,1
stralunati,10,1
stranamente,11,1
stranezza,9,1
strani,6,1
strano,6,2
straordinario,13,1
stravaganze,11,1
stravolto,9,1
strette,7,1
stretti,7,1
stretto,7,1
strisciando,11,1
studiate,8,1
studio,6,1
studiò,6,1
stuolo,6,1
su,2,12
sua,3,30
suarez,6,1
subito,6,16
sublimità,9,1
succhiargli,11,1
sudditi,7,1
sue,3,9
sufficienti,11,1
suggerir,8,1
suggerire,9,2
sui,3,2
sul,3,17
sull,4,3
sulla,5,13
sulle,5,2
suo,3,29
suoi,4,12
suol,4,1
superba,7,1
superiori,9,2
supplica,8,1
supporre,8,1
sur,3,3
suscitar,8,1
sussurrò,8,1
svegliarsi,10,1
svolge,6,1
sé,2,8
sì,2,3
tabernacolo,11,2
taccio,6,1
tacere,6,6
tacerà,6,1
tacete,6,1
taciuto,7,1
tagliato,8,1
taglio,6,1
tal,3,8
talché,6,1
tale,4,4
tali,4,3
talibravi,9,1
taluni,6,1
talvolta,8,2
tanaglie,8,1
tant,4,1
tanta,5,2
tante,5,4
tanti,5,3
tanto,5,10
tasca,5,3
taschino,8,3
tasto,5,1
tavola,6,1
tavolino,8,1
teatro,6,1
teme,4,1
temerarij,9,1
tempera,7,1
temperata,9,1
tempi,5,5
tempo,5,23
temporale,9,1
tempore,7,1
tendenza,8,1
tendere,7,1
tenebrosi,9,1
tenendolo,9,1
tenendosi,9,1
tenendovi,9,1
tenere,6,1
tenersi,7,1
teneva,6,1
tenga,5,1
tentata,7,1
tentato,7,1
tenuto,6,4
teoria,6,1
terminata,9,1
terminavano,11,1
termine,7,3
terra,5,3
terranuova,10,1
terrapieni,10,1
terre,5,4
terrena,7,1
terreno,7,1
terribile,9,2
terribili,9,2
territorij,10,1
territorio,10,1
terrore,7,3
tese,4,1
testa,5,7
testimoni,9,1
testimonianza,13,1
testimonianze,13,1
testimonio,10,1
testimonj,9,1
testo,5,1
ti,2,1
tiene,5,1
timida,6,1
timor,5,2
timore,6,1
tirala,6,1
tirando,7,1
tirarlo,7,1
tirava,6,1
tiro,4,2
titoli,6,1
titolo,6,1
tocca,5,4
toccan,6,1
toccar,6,1
toccare,7,1
toccasse,8,2
toccata,7,4
toccato,7,2
toccavano,9,1
togliendoli,11,1
togliergli,10,1
tollerar,8,1
tollerare,9,1
tollerati,9,1
tono,4,4
toppa,5,2
torbido,7,1
torcendo,8,1
tormento,8,1
tormentosa,10,1
tornare,7,2
tornati,7,1
tornava,7,2
torno,5,1
tornò,5,1
torrente,8,1
torrenti,8,2
torto,5,6
tosta,5,1
tosto,5,1
totalmente,10,1
tra,3,25
tradimento,10,1
tradizione,10,1
trafficando,11,1
traforata,9,1
traggedie,9,1
tralascia,9,1
tramaglino,10,1
tramonta,8,1
tramutato,9,1
tranquilla,10,1
tranquillamente,15,1
tranquillo,10,1
transazione,11,1
trapassate,10,1
trapontando,11,1
trascriver,10,1
trascrivere,11,1
trascurato,10,1
trascuro,8,2
trasformazione,14,1
trasgredire,11,1
tratta,6,2
trattar,7,1
trattative,10,1
trattava,8,1
tratti,6,2
trattiamo,9,1
tratto,6,3
travagli,8,1
travaglio,9,1
traverso,8,1
tre,3,3
trecce,6,1
tremando,8,1
tremante,8,1
tremolante,10,2
tributarij,10,1
triennio,8,1
trionfante,10,1
troncando,9,1
troppa,6,3
troppo,6,10
trouar,6,1
trova,5,1
trovan,6,1
trovar,6,1
trovarsi,8,5
trovato,7,2
trovava,7,5
troverà,7,2
troviamo,8,1
trovò,5,2
tu,2,1
tullio,6,1
tumulto,7,1
tumultuariamente,16,1
turbamento,10,3
tutt,4,4
tutta,5,7
tuttavia,8,5
tutte,5,7
tutti,5,17
tutto,5,28
ubbidienti,10,1
ubbidienza,10,1
ubbidire,8,1
ubbidito,8,1
udienza,7,1
udir,4,1
udito,5,1
udì,3,1
ufiziali,8,1
ufizio,6,1
ultima,6,2
ultimi,6,1
umore,5,1
un,2,193
una,3,88
unghie,6,1
uni,3,1
uno,3,14
uomini,6,7
uomo,4,17
urlò,4,1
usa,3,1
usano,5,1
uscio,5,5
uscir,5,1
uscire,6,1
uscirne,7,1
uscita,6,1
uscito,6,1
usciva,6,3
uscivan,7,1
uve,3,1
v,1,9
va,2,5
vagabondi,9,4
vagheggiato,11,1
valevan,7,1
valle,5,1
valloncelli,11,1
vane,4,1
vanità,6,1
vanno,5,3
vantaggi,8,1
vantaggio,9,4
vari,4,1
variato,7,1
varie,5,2
vario,5,1
vasi,4,1
vaso,4,1
vasta,5,2
vasto,5,1
ve,2,2
vece,4,3
vedendo,7,1
vedendoseli,11,1
veder,5,3
vederanno,9,1
vedere,6,4
vederlo,7,2
vedervi,7,2
vedete,6,5
vedeva,6,1
vedon,5,1
vedremo,7,1
vedrà,5,1
vedrò,5,1
veduta,6,1
vedute,6,1
veduto,6,1
veemenza,8,1
veglia,6,1
vegliava,8,1
velasco,7,2
vendemmia,9,1
vendessero,10,1
vendicativo,11,1
venendo,7,1
venga,5,1
vengan,6,1
vengo,5,1
vengon,6,1
vengono,7,1
venir,5,1
venirne,7,1
venisse,7,2
venissero,9,1
veniva,6,4
venivano,8,2
venne,5,2
vent,4,1
venticinque,11,1
venute,6,2
venuto,6,3
vera,4,1
veramente,9,4
verde,5,2
verifichi,9,1
verità,6,1
vermiglie,9,1
vero,4,7
versati,7,1
versetto,8,1
verso,5,10
verun,5,1
vessare,7,1
